12/01/2018 04:13,,,,,,,,,,,
Código NCM,Descrição NCM,Código do Atributo,Descrição do Atributo,Código da Especificação,Descrição da Especificação,Início de Vigência da Especificação,Fim de Vigência da Especificação,Número do Ato,Tipo do Ato,Ano do Ato,Órgão Emissor do Ato
29335949,OUTS. COMP. C/PIRIMIDINA S/HALOG. E ENX.,AA,CAS/DCB,0006,000063-56-9/Cloridrato de tonzilamina,01/07/2012,-,001268,IN,2012,SRF
29335949,OUTS. COMP. C/PIRIMIDINA S/HALOG. E ENX.,AA,CAS/DCB,0007,124832-27-5/Cloridrato de valaciclovir,01/07/2012,-,001268,IN,2012,SRF
29335949,OUTS. COMP. C/PIRIMIDINA S/HALOG. E ENX.,AA,CAS/DCB,0008,000058-32-2/Dipiridamol,01/07/2012,-,001268,IN,2012,SRF
29335949,OUTS. COMP. C/PIRIMIDINA S/HALOG. E ENX.,AA,CAS/DCB,0009,104227-87-4/Fanciclovir,01/07/2012,-,001268,IN,2012,SRF
29335949,OUTS. COMP. C/PIRIMIDINA S/HALOG. E ENX.,AA,CAS/DCB,0010,202138-50-9/Fumarato de tenofovir desoproxila,01/07/2012,-,001268,IN,2012,SRF
29335949,OUTS. COMP. C/PIRIMIDINA S/HALOG. E ENX.,AA,CAS/DCB,0011,082410-32-0/Ganciclovir,01/07/2012,-,001268,IN,2012,SRF
29335949,OUTS. COMP. C/PIRIMIDINA S/HALOG. E ENX.,AA,CAS/DCB,0012,107910-75-8/Ganciclovir sódico,01/07/2012,-,001268,IN,2012,SRF
29335949,OUTS. COMP. C/PIRIMIDINA S/HALOG. E ENX.,AA,CAS/DCB,0013,192725-17-0/Lopinavir,01/07/2012,-,001268,IN,2012,SRF
29335949,OUTS. COMP. C/PIRIMIDINA S/HALOG. E ENX.,AA,CAS/DCB,0014,018694-40-1/Epirizol,01/07/2012,-,001268,IN,2012,SRF
29335949,OUTS. COMP. C/PIRIMIDINA S/HALOG. E ENX.,AA,CAS/DCB,0015,075438-57-2/Moxonidina,01/07/2012,-,001268,IN,2012,SRF
29335949,OUTS. COMP. C/PIRIMIDINA S/HALOG. E ENX.,AA,CAS/DCB,0016,039809-25-1/Penciclovir,01/07/2012,-,001268,IN,2012,SRF
29335949,OUTS. COMP. C/PIRIMIDINA S/HALOG. E ENX.,AA,CAS/DCB,0017,000091-85-0/Tonzilamina,01/07/2012,-,001268,IN,2012,SRF
29335949,OUTS. COMP. C/PIRIMIDINA S/HALOG. E ENX.,AA,CAS/DCB,0018,015421-84-8/Trapidil,01/07/2012,-,001268,IN,2012,SRF
29335949,OUTS. COMP. C/PIRIMIDINA S/HALOG. E ENX.,AA,CAS/DCB,0019,124832-26-4/Valaciclovir,01/07/2012,-,001268,IN,2012,SRF
29335949,OUTS. COMP. C/PIRIMIDINA S/HALOG. E ENX.,AA,CAS/DCB,0020,175865-60-8/Valganciclovir,01/07/2012,-,001268,IN,2012,SRF
29335949,OUTS. COMP. C/PIRIMIDINA S/HALOG. E ENX.,AA,CAS/DCB,0021,175865-59-5/Cloridrato de valganciclovir,01/07/2012,-,001268,IN,2012,SRF
29335949,OUTS. COMP. C/PIRIMIDINA S/HALOG. E ENX.,AA,CAS/DCB,0022,147127-20-6/Tenofovir,01/07/2012,-,001268,IN,2012,SRF
29335949,OUTS. COMP. C/PIRIMIDINA S/HALOG. E ENX.,AA,CAS/DCB,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
29335999,"OUTS.COMP.C/UM CICLO,PIRIM.PIPER.",AA,CAS/DCB,0002,000315-30-0/Alopurinol,01/07/2012,-,001268,IN,2012,SRF
29335999,"OUTS.COMP.C/UM CICLO,PIRIM.PIPER.",AA,CAS/DCB,0003,052212-02-9/Brometo de pipecurônio,01/07/2012,-,001268,IN,2012,SRF
29335999,"OUTS.COMP.C/UM CICLO,PIRIM.PIPER.",AA,CAS/DCB,0004,058579-51-4/Cloridrato de anagrelida,01/07/2012,-,001268,IN,2012,SRF
29335999,"OUTS.COMP.C/UM CICLO,PIRIM.PIPER.",AA,CAS/DCB,0005,025332-39-2/Cloridrato de trazodona,01/07/2012,-,001268,IN,2012,SRF
29335999,"OUTS.COMP.C/UM CICLO,PIRIM.PIPER.",AA,CAS/DCB,0006,024584-09-6/Dextrorrazoxano,01/07/2012,-,001268,IN,2012,SRF
29335999,"OUTS.COMP.C/UM CICLO,PIRIM.PIPER.",AA,CAS/DCB,0007,001104-22-9/Cloridrato de meclozina,01/07/2012,-,001268,IN,2012,SRF
29335999,"OUTS.COMP.C/UM CICLO,PIRIM.PIPER.",AA,CAS/DCB,0008,002022-85-7/Flucitosina,01/07/2012,-,001268,IN,2012,SRF
29335999,"OUTS.COMP.C/UM CICLO,PIRIM.PIPER.",AA,CAS/DCB,0009,000141-94-6/Hexetidina,01/07/2012,-,001268,IN,2012,SRF
29335999,"OUTS.COMP.C/UM CICLO,PIRIM.PIPER.",AA,CAS/DCB,0010,080433-71-2/Levofolinato de cálcio,01/07/2012,-,001268,IN,2012,SRF
29335999,"OUTS.COMP.C/UM CICLO,PIRIM.PIPER.",AA,CAS/DCB,0011,089226-50-6/Manidipino,01/07/2012,-,001268,IN,2012,SRF
29335999,"OUTS.COMP.C/UM CICLO,PIRIM.PIPER.",AA,CAS/DCB,0012,000569-65-3/Meclozina,01/07/2012,-,001268,IN,2012,SRF
29335999,"OUTS.COMP.C/UM CICLO,PIRIM.PIPER.",AA,CAS/DCB,0013,111793-42-1/Mesilato de tirilazade,01/07/2012,-,001268,IN,2012,SRF
29335999,"OUTS.COMP.C/UM CICLO,PIRIM.PIPER.",AA,CAS/DCB,0014,000059-05-2/Metotrexato,01/07/2012,-,001268,IN,2012,SRF
29335999,"OUTS.COMP.C/UM CICLO,PIRIM.PIPER.",AA,CAS/DCB,0015,007413-34-5/Metotrexato de sódio,01/07/2012,-,001268,IN,2012,SRF
29335999,"OUTS.COMP.C/UM CICLO,PIRIM.PIPER.",AA,CAS/DCB,0016,108612-45-9/Mizolastina,01/07/2012,-,001268,IN,2012,SRF
29335999,"OUTS.COMP.C/UM CICLO,PIRIM.PIPER.",AA,CAS/DCB,0017,000058-14-0/Pirimetamina,01/07/2012,-,001268,IN,2012,SRF
29335999,"OUTS.COMP.C/UM CICLO,PIRIM.PIPER.",AA,CAS/DCB,0018,106266-06-2/Risperidona,01/07/2012,-,001268,IN,2012,SRF
29335999,"OUTS.COMP.C/UM CICLO,PIRIM.PIPER.",AA,CAS/DCB,0019,003286-46-2/Sulbutiamina,01/07/2012,-,001268,IN,2012,SRF
29335999,"OUTS.COMP.C/UM CICLO,PIRIM.PIPER.",AA,CAS/DCB,0020,000154-42-7/Tioguanina,01/07/2012,-,001268,IN,2012,SRF
29335999,"OUTS.COMP.C/UM CICLO,PIRIM.PIPER.",AA,CAS/DCB,0021,019794-93-5/Trazodona,01/07/2012,-,001268,IN,2012,SRF
29335999,"OUTS.COMP.C/UM CICLO,PIRIM.PIPER.",AA,CAS/DCB,0022,000396-01-0/Triantereno,01/07/2012,-,001268,IN,2012,SRF
29335999,"OUTS.COMP.C/UM CICLO,PIRIM.PIPER.",AA,CAS/DCB,0023,034661-75-1/Urapidil,01/07/2012,-,001268,IN,2012,SRF
29335999,"OUTS.COMP.C/UM CICLO,PIRIM.PIPER.",AA,CAS/DCB,0024,137234-62-9/Voriconazol,01/07/2012,-,001268,IN,2012,SRF
29335999,"OUTS.COMP.C/UM CICLO,PIRIM.PIPER.",AA,CAS/DCB,0025,000066-22-8/Uracila,01/07/2012,-,001268,IN,2012,SRF
29336919,"OUTS.COMP.HETEROCICL.CICLO TRIAZINA, C/CLORO",AA,CAS/DCB,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
29336992,METENAMINA (HEXAMETILENOTETRAMINA) E SEUS SAIS,AA,CAS/DCB,0002,000587-23-5/Mandelato de metenamina,01/07/2012,-,001268,IN,2012,SRF
29336992,METENAMINA (HEXAMETILENOTETRAMINA) E SEUS SAIS,AA,CAS/DCB,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
29336999,"OUTS.COMP.HET. C/UM CICLO D/TRIAZINA,N/COND.",AA,CAS/DCB,0002,027469-53-0/Almitrina,01/07/2012,-,001268,IN,2012,SRF
29336999,"OUTS.COMP.HET. C/UM CICLO D/TRIAZINA,N/COND.",AA,CAS/DCB,0003,000645-05-6/Altretamina,01/07/2012,-,001268,IN,2012,SRF
29336999,"OUTS.COMP.HET. C/UM CICLO D/TRIAZINA,N/COND.",AA,CAS/DCB,0004,029698-49-9/Bismetanossulfonato de almitrina,01/07/2012,-,001268,IN,2012,SRF
29336999,"OUTS.COMP.HET. C/UM CICLO D/TRIAZINA,N/COND.",AA,CAS/DCB,0005,029608-49-9/Dimesilato de almitrina,01/07/2012,-,001268,IN,2012,SRF
29336999,"OUTS.COMP.HET. C/UM CICLO D/TRIAZINA,N/COND.",AA,CAS/DCB,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
29337990,OUTRAS LACTAMAS,AA,CAS/DCB,0002,129722-12-9/Aripiprazol,01/07/2012,-,001268,IN,2012,SRF
29337990,OUTRAS LACTAMAS,AA,CAS/DCB,0003,086541-75-5/Benazepril,01/07/2012,-,001268,IN,2012,SRF
29337990,OUTRAS LACTAMAS,AA,CAS/DCB,0004,086541-78-8/Benazeprilate,01/07/2012,-,001268,IN,2012,SRF
29337990,OUTRAS LACTAMAS,AA,CAS/DCB,0005,029342-05-0/Ciclopirox,01/07/2012,-,001268,IN,2012,SRF
29337990,OUTRAS LACTAMAS,AA,CAS/DCB,0006,073963-72-1/Cilostazol,01/07/2012,-,001268,IN,2012,SRF
29337990,OUTRAS LACTAMAS,AA,CAS/DCB,0007,086541-74-4/Cloridrato de benazepril,01/07/2012,-,001268,IN,2012,SRF
29337990,OUTRAS LACTAMAS,AA,CAS/DCB,0008,051781-21-6/Cloridrato de carteolol,01/07/2012,-,001268,IN,2012,SRF
29337990,OUTRAS LACTAMAS,AA,CAS/DCB,0010,075898-90-7/Lactato de anrinona,01/07/2012,-,001268,IN,2012,SRF
29337990,OUTRAS LACTAMAS,AA,CAS/DCB,0011,028874-51-3/Pidolato de sódio,01/07/2012,-,001268,IN,2012,SRF
29337990,OUTRAS LACTAMAS,AA,CAS/DCB,0012,000125-33-7/Primidona,01/07/2012,-,001268,IN,2012,SRF
29337990,OUTRAS LACTAMAS,AA,CAS/DCB,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
29339119,Outros,AA,CAS/DCB,0002,005991-71-9/Clorazepato de potássio,01/07/2012,-,001268,IN,2012,SRF
29339119,Outros,AA,CAS/DCB,0003,000438-41-5/Cloridrato de clordiazepóxido,01/07/2012,-,001268,IN,2012,SRF
29339119,Outros,AA,CAS/DCB,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
29339139,Outros,AA,CAS/DCB,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
29339153,Midazolam,AA,CAS/DCB,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
29339153,Midazolam,AA,CAS/DCB,0002,059467-96-8/Cloridrato de midazolam,01/07/2012,-,001268,IN,2012,SRF
29339919,Outros,AA,CAS/DCB,0002,091374-20-8/Cloridrato de ropinirol,01/07/2012,-,001268,IN,2012,SRF
29339919,Outros,AA,CAS/DCB,0003,093957-54-1/Fluvastatina,01/07/2012,-,001268,IN,2012,SRF
29339919,Outros,AA,CAS/DCB,0004,093957-55-2/Fluvastatina sódica,01/07/2012,-,001268,IN,2012,SRF
29339919,Outros,AA,CAS/DCB,0005,115956-13-3/Mesilato de dolasetrona,01/07/2012,-,001268,IN,2012,SRF
29339919,Outros,AA,CAS/DCB,0006,144034-80-0/Rizatriptana,01/07/2012,-,001268,IN,2012,SRF
29339919,Outros,AA,CAS/DCB,0007,091374-21-9/Ropinirol,01/07/2012,-,001268,IN,2012,SRF
29339919,Outros,AA,CAS/DCB,0008,087679-37-6/Trandolapril,01/07/2012,-,001268,IN,2012,SRF
29339919,Outros,AA,CAS/DCB,0009,087679-71-8/Trandolaprilate,01/07/2012,-,001268,IN,2012,SRF
29339919,Outros,AA,CAS/DCB,0010,000073-22-3/Triptofana,01/07/2012,-,001268,IN,2012,SRF
29339919,Outros,AA,CAS/DCB,0011,107753-78-6/Zafirlucaste,01/07/2012,-,001268,IN,2012,SRF
29339920,Cuja estrutura contém um ciclo diazepina (hidrogenado o,AA,CAS/DCB,0002,090139-06-3/Cilazaprilate,01/07/2012,-,001268,IN,2012,SRF
29339920,Cuja estrutura contém um ciclo diazepina (hidrogenado o,AA,CAS/DCB,0003,078755-81-4/Flumazenil,01/07/2012,-,001268,IN,2012,SRF
29339920,Cuja estrutura contém um ciclo diazepina (hidrogenado o,AA,CAS/DCB,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
29339939,Outros,AA,CAS/DCB,0002,127786-29-2/Bromidrato de epinastina,01/07/2012,-,001268,IN,2012,SRF
29339939,Outros,AA,CAS/DCB,0003,000303-49-1/Clomipramina,01/07/2012,-,001268,IN,2012,SRF
29339939,Outros,AA,CAS/DCB,0004,079307-93-0/Cloridrato de azelastina,01/07/2012,-,001268,IN,2012,SRF
29339939,Outros,AA,CAS/DCB,0005,108929-04-0/Cloridrato de epinastina,01/07/2012,-,001268,IN,2012,SRF
29339939,Outros,AA,CAS/DCB,0006,000113-52-0/Cloridrato de imipramina,01/07/2012,-,001268,IN,2012,SRF
29339939,Outros,AA,CAS/DCB,0007,021535-47-7/Cloridrato de mianserina,01/07/2012,-,001268,IN,2012,SRF
29339939,Outros,AA,CAS/DCB,0008,005786-21-0/Clozapina,01/07/2012,-,001268,IN,2012,SRF
29339939,Outros,AA,CAS/DCB,0009,010075-24-8/Embonato de imipramina,01/07/2012,-,001268,IN,2012,SRF
29339939,Outros,AA,CAS/DCB,0010,080012-43-7/Epinastina,01/07/2012,-,001268,IN,2012,SRF
29339939,Outros,AA,CAS/DCB,0011,111974-72-2/Fumarato de quetiapina,01/07/2012,-,001268,IN,2012,SRF
29339939,Outros,AA,CAS/DCB,0012,000050-49-7/Imipramina,01/07/2012,-,001268,IN,2012,SRF
29339939,Outros,AA,CAS/DCB,0013,024219-97-4/Mianserina,01/07/2012,-,001268,IN,2012,SRF
29339939,Outros,AA,CAS/DCB,0014,061337-67-5/Mirtazapina,01/07/2012,-,001268,IN,2012,SRF
29339939,Outros,AA,CAS/DCB,0016,028721-07-5/Oxcarbazepina,01/07/2012,-,001268,IN,2012,SRF
29339939,Outros,AA,CAS/DCB,0017,006829-98-7/Óxido de imipramina,01/07/2012,-,001268,IN,2012,SRF
29339939,Outros,AA,CAS/DCB,0018,000054-95-5/Pentetrazol,01/07/2012,-,001268,IN,2012,SRF
29339939,Outros,AA,CAS/DCB,0019,111974-69-7/Quetiapina,01/07/2012,-,001268,IN,2012,SRF
29339939,Outros,AA,CAS/DCB,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
29339941,Clemastina e seus derivados; sais destes produtos,AA,CAS/DCB,0002,014976-57-9/Fumarato de clemastina,01/07/2012,-,001268,IN,2012,SRF
29339941,Clemastina e seus derivados; sais destes produtos,AA,CAS/DCB,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
29339945,Buflomedil e seus derivados; sais destes produtos,AA,CAS/DCB,0002,035543-24-9/Cloridrato de buflomedil,01/07/2012,-,001268,IN,2012,SRF
29339945,Buflomedil e seus derivados; sais destes produtos,AA,CAS/DCB,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
29339949,Outros,AA,CAS/DCB,0002,122453-73-0/Clorfenapir,01/07/2012,-,001268,IN,2012,SRF
29339949,Outros,AA,CAS/DCB,0003,088889-14-9/Fosinopril sódico,01/07/2012,-,001268,IN,2012,SRF
29339949,Outros,AA,CAS/DCB,0004,083915-83-7/Dihidrato de lisinopril,01/07/2012,-,001268,IN,2012,SRF
29339949,Outros,AA,CAS/DCB,0005,134523-00-5/Atorvastatina,01/07/2012,-,001268,IN,2012,SRF
29339949,Outros,AA,CAS/DCB,0006,134523-03-8/Atorvastatina cálcica,01/07/2012,-,001268,IN,2012,SRF
29339949,Outros,AA,CAS/DCB,0007,134523-01-6/Atorvastatina sódica,01/07/2012,-,001268,IN,2012,SRF
29339949,Outros,AA,CAS/DCB,0008,074103-06-3/Cetorolaco,01/07/2012,-,001268,IN,2012,SRF
29339949,Outros,AA,CAS/DCB,0009,059338-87-3/Cloridrato de alizaprida,01/07/2012,-,001268,IN,2012,SRF
29339949,Outros,AA,CAS/DCB,0010,002210-64-2/Cloridrato de pirrocaína,01/07/2012,-,001268,IN,2012,SRF
29339949,Outros,AA,CAS/DCB,0011,075847-73-3/Enalapril,01/07/2012,-,001268,IN,2012,SRF
29339949,Outros,AA,CAS/DCB,0012,076420-72-9/Enalaprilate,01/07/2012,-,001268,IN,2012,SRF
29339949,Outros,AA,CAS/DCB,0013,125995-03-1/Atorvastatina Lactona,01/07/2012,-,001268,IN,2012,SRF
29339949,Outros,AA,CAS/DCB,0014,000147-85-3/Prolina,01/07/2012,-,001268,IN,2012,SRF
29339949,Outros,AA,CAS/DCB,0015,087333-19-5/Ramipril,01/07/2012,-,001268,IN,2012,SRF
29339949,Outros,AA,CAS/DCB,0016,087269-97-4/Ramiprilate,01/07/2012,-,001268,IN,2012,SRF
29339949,Outros,AA,CAS/DCB,0017,021363-18-8/Viminol,01/07/2012,-,001268,IN,2012,SRF
29339949,Outros,AA,CAS/DCB,0018,119623-66-4/Diclofenaco epolamina,01/07/2012,-,001268,IN,2012,SRF
29339949,Outros,AA,CAS/DCB,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
29339953,Albendazol e seu sulfóxido,AA,CAS/DCB,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
29339959,Outros,AA,CAS/DCB,0002,000442-52-4/Clemizol,01/07/2012,-,001268,IN,2012,SRF
29339959,Outros,AA,CAS/DCB,0003,001163-36-6/Cloridrato de clemizol,01/07/2012,-,001268,IN,2012,SRF
29339959,Outros,AA,CAS/DCB,0004,087233-62-3/Difumarato de emedastina,01/07/2012,-,001268,IN,2012,SRF
29339959,Outros,AA,CAS/DCB,0005,087233-61-2/Emedastina,01/07/2012,-,001268,IN,2012,SRF
29339959,Outros,AA,CAS/DCB,0006,117976-89-3/Rabeprazol,01/07/2012,-,001268,IN,2012,SRF
29339959,Outros,AA,CAS/DCB,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
29339969,Outros,AA,CAS/DCB,0002,086386-73-4/Fluconazol,01/07/2012,-,001268,IN,2012,SRF
29339969,Outros,AA,CAS/DCB,0003,133855-98-8/Epoxiconazol,01/07/2012,-,001268,IN,2012,SRF
29339969,Outros,AA,CAS/DCB,0004,094361-06-5/Ciproconazol,01/07/2012,-,001268,IN,2012,SRF
29339969,Outros,AA,CAS/DCB,0005,128639-02-1/Etil carfentrazona,01/07/2012,-,001268,IN,2012,SRF
29339969,Outros,AA,CAS/DCB,0006,112809-51-5/Letrozol,01/07/2012,-,001268,IN,2012,SRF
29339969,Outros,AA,CAS/DCB,0007,145202-66-0/Benzoato de rizatriptano,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0004,053164-05-9/Acemetacina,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0005,051037-30-0/Acipimox,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0006,008048-52-0/Acriflavina,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0007,000090-45-9/Aminoacridina,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0008,000058-00-4/Apomorfina,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0009,000642-72-8/Benzidamina,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0010,145040-37-5/Candersatana-cilexetila,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0011,139481-59-7/Candersatana,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0012,000069-81-8/Carbazocromo,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0013,072956-09-3/Carvedilol,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0014,000314-19-2/Cloridrato de apomorfina,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0015,018609-21-7/Cloridrato de dextrometorfano,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0016,000304-20-1/Cloridrato de hidralazina,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0017,094424-50-7/Cloridrato de quinagolida,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0018,103420-77-5/Devazepida,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0019,000125-71-3/Dextrometorfano,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0020,000484-23-1/Diidralazina,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0021,039715-02-1/Endralazina,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0022,098048-97-6/Fosinopril,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0023,052443-21-7/Glicametacina,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0024,000086-54-4/Hidralazina,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0025,000053-86-1/Indometacina,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0026,074252-25-8/Indometacina sódica,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0027,006402-23-9/Lactato de etacridina,01/07/2012,-,001268,IN,2012,SRF
29339949,Outros,AA,CAS/DCB,0020,076547-98-3/Lisinopril,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0029,065322-72-7/Mesilato de endralazina,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0030,116644-53-2/Mibefradil,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0031,082834-16-0/Perindopril,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0032,095153-31-4/Perindoprilate,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0033,007327-87-9/Sulfato de diidralazina,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0034,145158-71-0/Tegaserode,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0035,144701-48-4/Telmisartana,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0036,085622-93-1/Temozolomida,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0037,000052-24-4/Tiotepa,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0038,000739-71-9/Trimipramina,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0039,147059-72-1/Trovafloxacino,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0040,137862-53-4/Valsartana,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0041,129497-78-5/verteporfina,01/07/2012,-,001268,IN,2012,SRF
29339999,Outros,AA,CAS/DCB,0042,082626-48-0/Zolpidem,01/07/2012,-,001268,IN,2012,SRF
29251990,"OUTROS IMIDAS, DERIVADOS E SAIS",AA,CAS/DCB,0003,087546-18-7/Flumicloraque-pentílico,01/07/2012,-,001268,IN,2012,SRF
29251990,"OUTROS IMIDAS, DERIVADOS E SAIS",AA,CAS/DCB,0004,032809-16-8/Procimidona,01/07/2012,-,001268,IN,2012,SRF
29251990,"OUTROS IMIDAS, DERIVADOS E SAIS",AA,CAS/DCB,0005,007696-12-0/Tetrametrina,01/07/2012,-,001268,IN,2012,SRF
29251990,"OUTROS IMIDAS, DERIVADOS E SAIS",AA,CAS/DCB,0006,001166-46-7/D-Tetrametrina,01/07/2012,-,001268,IN,2012,SRF
29251990,"OUTROS IMIDAS, DERIVADOS E SAIS",AA,CAS/DCB,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
29252929,OUTROS SAIS E DERIVADOS DA GUANIDINA,AA,CAS/DCB,0002,002439-10-3/Dodina,01/07/2012,-,001268,IN,2012,SRF
29252929,OUTROS SAIS E DERIVADOS DA GUANIDINA,AA,CAS/DCB,0003,013516-27-3/Iminoctadina,01/07/2012,-,001268,IN,2012,SRF
29252929,OUTROS SAIS E DERIVADOS DA GUANIDINA,AA,CAS/DCB,0004,099257-43-9/Iminoctadina tris(albesilato),01/07/2012,-,001268,IN,2012,SRF
29252929,OUTROS SAIS E DERIVADOS DA GUANIDINA,AA,CAS/DCB,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
29269029,OUTS.DERS.ESTERS.D/ALCOOL ALFA-CIANO-3-FENOX.,AA,CAS/DCB,0007,103833-18-7/Acrinatrina,01/07/2012,-,001268,IN,2012,SRF
29269029,OUTS.DERS.ESTERS.D/ALCOOL ALFA-CIANO-3-FENOX.,AA,CAS/DCB,0008,039515-40-7/Cifenotrina,01/07/2012,-,001268,IN,2012,SRF
29269029,OUTS.DERS.ESTERS.D/ALCOOL ALFA-CIANO-3-FENOX.,AA,CAS/DCB,0009,068359-37-5/Beta-Ciflutrina,01/07/2012,-,001268,IN,2012,SRF
29269029,OUTS.DERS.ESTERS.D/ALCOOL ALFA-CIANO-3-FENOX.,AA,CAS/DCB,0010,091465-08-6/Lambda-Cialotrina,01/07/2012,-,001268,IN,2012,SRF
29269029,OUTS.DERS.ESTERS.D/ALCOOL ALFA-CIANO-3-FENOX.,AA,CAS/DCB,0011,076703-62-3/Gama-Cialotrina,01/07/2012,-,001268,IN,2012,SRF
29269029,OUTS.DERS.ESTERS.D/ALCOOL ALFA-CIANO-3-FENOX.,AA,CAS/DCB,0012,069409-94-5/Fluvalinato,01/07/2012,-,001268,IN,2012,SRF
29269029,OUTS.DERS.ESTERS.D/ALCOOL ALFA-CIANO-3-FENOX.,AA,CAS/DCB,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
29269099,OUTS.COMPOSTOS DE FUNCAO NITRILA,AA,CAS/DCB,0003,122008-85-9/Cialofope Butílico,01/07/2012,-,001268,IN,2012,SRF
29269099,OUTS.COMPOSTOS DE FUNCAO NITRILA,AA,CAS/DCB,0004,001689-84-5/Bromoxinil,01/07/2012,-,001268,IN,2012,SRF
29269099,OUTS.COMPOSTOS DE FUNCAO NITRILA,AA,CAS/DCB,0005,003861-47-0/Octanoato de ioxinila,01/07/2012,-,001268,IN,2012,SRF
29269099,OUTS.COMPOSTOS DE FUNCAO NITRILA,AA,CAS/DCB,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
29280090,OUTS.DER.ORG.DA HIDRAZINA E DA HIDROXILAM.,AA,CAS/DCB,0017,138164-12-2/Butroxidim,01/07/2012,-,001268,IN,2012,SRF
29280090,OUTS.DER.ORG.DA HIDRAZINA E DA HIDROXILAM.,AA,CAS/DCB,0018,143390-89-0/Cresoxim-Metílico,01/07/2012,-,001268,IN,2012,SRF
29280090,OUTS.DER.ORG.DA HIDRAZINA E DA HIDROXILAM.,AA,CAS/DCB,0019,001596-84-5/Daminozida,01/07/2012,-,001268,IN,2012,SRF
